"PC_w0","PC_w1","PC_w2","PC_AG","PC_NG","PC_SG","PV_w0","PV_w1","PV_w2","PV_AG","PV_GG","error","cv_PC","cv_PV","syn_PC","syn_PV"
"[3, 207]","[3, 40]","[3, 78]","[3, 220]","[3, 253]","[3, 95]","[3, 63]","[3, 146]","[3, 198]","[3, 89]","[3, 17]",0.434,0.11,0.87,0.17,0.55
"[3, 214]","[3, 60]","[3, 24]","[3, 136]","[3, 209]","[3, 28]","[3, 188]","[3, 145]","[3, 117]","[3, 133]","[3, 163]",0.435,0.14,0.78,0.18,0.48
"[3, 195]","[3, 28]","[3, 62]","[3, 117]","[3, 51]","[3, 195]","[3, 235]","[3, 223]","[3, 238]","[3, 39]","[3, 176]",0.4355,0.06,0.58,0.17,0.22
"[3, 207]","[3, 25]","[3, 33]","[3, 147]","[3, 17]","[3, 177]","[3, 246]","[3, 107]","[3, 53]","[3, 214]","[3, 241]",0.436,0.11,0.84,0.16,0.53
"[3, 246]","[3, 90]","[3, 185]","[3, 214]","[3, 123]","[3, 235]","[3, 28]","[3, 175]","[3, 163]","[3, 75]","[3, 123]",0.437,0,0.45,0.05,0.14
"[3, 192]","[3, 216]","[3, 215]","[3, 95]","[3, 114]","[3, 184]","[3, 189]","[3, 76]","[3, 72]","[3, 39]","[3, 110]",0.4375,0.04,0.74,0.18,0.36
"[3, 171]","[3, 241]","[3, 211]","[3, 159]","[3, 121]","[3, 122]","[3, 216]","[3, 123]","[3, 209]","[3, 118]","[3, 189]",0.438,0.01,0.75,0.17,0.34
"[3, 206]","[3, 65]","[3, 220]","[3, 202]","[3, 210]","[3, 18]","[3, 77]","[3, 152]","[3, 165]","[3, 212]","[3, 159]",0.438,0.11,0.81,0.17,0.5
"[3, 196]","[3, 43]","[3, 138]","[3, 195]","[3, 142]","[3, 174]","[3, 25]","[3, 161]","[3, 114]","[3, 78]","[3, 235]",0.439,0.08,1.33,0.17,0.33
"[3, 233]","[3, 227]","[3, 126]","[3, 106]","[3, 212]","[3, 120]","[3, 83]","[3, 119]","[3, 140]","[3, 58]","[3, 204]",0.4395,0,0.41,0.05,0.13
"[3, 208]","[3, 112]","[3, 131]","[3, 246]","[3, 100]","[3, 244]","[3, 18]","[3, 163]","[3, 103]","[3, 165]","[3, 178]",0.44,0.12,0.79,0.17,0.5
"[3, 98]","[3, 84]","[3, 177]","[3, 18]","[3, 86]","[3, 227]","[3, 44]","[3, 150]","[3, 120]","[3, 63]","[3, 157]",0.4405,0,1.25,0.18,0.34
"[3, 182]","[3, 168]","[3, 17]","[3, 113]","[3, 232]","[3, 177]","[3, 246]","[3, 198]","[3, 145]","[3, 50]","[3, 86]",0.4415,0.03,0.71,0.16,0.34
"[3, 242]","[3, 213]","[3, 113]","[3, 51]","[3, 15]","[3, 108]","[3, 106]","[3, 191]","[3, 176]","[3, 21]","[3, 63]",0.4415,0,0.36,0.05,0.08
"[3, 206]","[3, 115]","[3, 240]","[3, 150]","[3, 183]","[3, 212]","[3, 142]","[3, 135]","[3, 170]","[3, 226]","[3, 135]",0.442,0.12,0.81,0.17,0.53
"[3, 206]","[3, 19]","[3, 19]","[3, 178]","[3, 38]","[3, 68]","[3, 188]","[3, 105]","[3, 99]","[3, 220]","[3, 86]",0.4425,0.11,0.85,0.16,0.57
"[3, 207]","[3, 48]","[3, 80]","[3, 189]","[3, 168]","[3, 169]","[3, 238]","[3, 253]","[3, 139]","[3, 226]","[3, 56]",0.4425,0.11,0.86,0.16,0.58
"[3, 116]","[3, 229]","[3, 182]","[3, 18]","[3, 240]","[3, 204]","[3, 122]","[3, 166]","[3, 160]","[3, 49]","[3, 116]",0.4425,0,0.73,0.18,0.32
"[3, 191]","[3, 84]","[3, 190]","[3, 103]","[3, 206]","[3, 142]","[3, 46]","[3, 141]","[3, 241]","[3, 136]","[3, 214]",0.443,0.04,0.67,0.17,0.31
"[3, 215]","[3, 82]","[3, 194]","[3, 51]","[3, 146]","[3, 40]","[3, 227]","[3, 238]","[3, 23]","[3, 231]","[3, 70]",0.443,0.12,0.85,0.16,0.58
"[3, 75]","[3, 236]","[3, 73]","[3, 195]","[3, 164]","[3, 46]","[3, 151]","[3, 79]","[3, 118]","[3, 27]","[3, 59]",0.4435,0,0.79,0.2,0.36
"[3, 202]","[3, 114]","[3, 156]","[3, 223]","[3, 158]","[3, 237]","[3, 142]","[3, 111]","[3, 142]","[3, 23]","[3, 114]",0.444,0.1,0.51,0.17,0.22
"[3, 125]","[3, 100]","[3, 61]","[3, 217]","[3, 53]","[3, 172]","[3, 231]","[3, 246]","[3, 134]","[3, 67]","[3, 165]",0.4445,0,0.74,0.18,0.34
"[3, 207]","[3, 20]","[3, 97]","[3, 228]","[3, 206]","[3, 216]","[3, 211]","[3, 172]","[3, 37]","[3, 237]","[3, 118]",0.4445,0.11,0.86,0.17,0.58
"[3, 94]","[3, 210]","[3, 77]","[3, 56]","[3, 28]","[3, 23]","[3, 132]","[3, 97]","[3, 230]","[3, 100]","[3, 149]",0.4455,0,0.73,0.18,0.33
"[3, 220]","[3, 18]","[3, 200]","[3, 229]","[3, 102]","[3, 73]","[3, 190]","[3, 242]","[3, 56]","[3, 188]","[3, 97]",0.4455,0.15,1.24,0.15,0.54
"[3, 209]","[3, 77]","[3, 87]","[3, 205]","[3, 58]","[3, 163]","[3, 105]","[3, 20]","[3, 49]","[3, 204]","[3, 15]",0.448,0.11,0.84,0.16,0.58
"[3, 206]","[3, 109]","[3, 201]","[3, 192]","[3, 96]","[3, 238]","[3, 153]","[3, 169]","[3, 155]","[3, 62]","[3, 28]",0.4485,0.11,0.84,0.19,0.56
"[3, 202]","[3, 51]","[3, 253]","[3, 192]","[3, 37]","[3, 177]","[3, 205]","[3, 30]","[3, 83]","[3, 168]","[3, 251]",0.4485,0.16,0.64,0.14,0.45
"[3, 161]","[3, 66]","[3, 26]","[3, 28]","[3, 56]","[3, 110]","[3, 233]","[3, 98]","[3, 198]","[3, 108]","[3, 180]",0.4495,0.01,0.73,0.18,0.36
"[3, 200]","[3, 60]","[3, 66]","[3, 151]","[3, 100]","[3, 178]","[3, 247]","[3, 129]","[3, 250]","[3, 33]","[3, 125]",0.45,0.08,0.47,0.16,0.18
"[3, 161]","[3, 168]","[3, 244]","[3, 18]","[3, 193]","[3, 96]","[3, 195]","[3, 176]","[3, 159]","[3, 69]","[3, 250]",0.45,0.01,0.66,0.18,0.28
"[3, 89]","[3, 80]","[3, 48]","[3, 76]","[3, 220]","[3, 196]","[3, 59]","[3, 36]","[3, 221]","[3, 146]","[3, 202]",0.451,0.02,0.76,0.21,0.37
"[3, 226]","[3, 18]","[3, 114]","[3, 119]","[3, 129]","[3, 25]","[3, 174]","[3, 188]","[3, 113]","[3, 164]","[3, 32]",0.4515,0.19,1.25,0.18,0.57
"[3, 229]","[3, 210]","[3, 207]","[3, 19]","[3, 151]","[3, 238]","[3, 45]","[3, 99]","[3, 176]","[3, 159]","[3, 236]",0.4515,0,0.37,0.06,0.11
"[3, 152]","[3, 64]","[3, 27]","[3, 93]","[3, 81]","[3, 157]","[3, 194]","[3, 110]","[3, 190]","[3, 87]","[3, 155]",0.452,0.01,0.72,0.19,0.35
"[3, 78]","[3, 162]","[3, 218]","[3, 174]","[3, 164]","[3, 43]","[3, 170]","[3, 190]","[3, 150]","[3, 25]","[3, 50]",0.4525,0,0.74,0.21,0.34
"[3, 209]","[3, 29]","[3, 81]","[3, 247]","[3, 190]","[3, 109]","[3, 164]","[3, 49]","[3, 222]","[3, 79]","[3, 164]",0.4525,0.11,1.48,0.17,0.27
"[3, 221]","[3, 107]","[3, 110]","[3, 206]","[3, 48]","[3, 75]","[3, 215]","[3, 216]","[3, 247]","[3, 20]","[3, 37]",0.453,0,0.35,0.05,0.11
"[3, 85]","[3, 169]","[3, 96]","[3, 149]","[3, 18]","[3, 203]","[3, 33]","[3, 41]","[3, 216]","[3, 160]","[3, 249]",0.4535,0,0.7,0.18,0.33
"[3, 166]","[3, 77]","[3, 183]","[3, 128]","[3, 105]","[3, 161]","[3, 231]","[3, 200]","[3, 243]","[3, 186]","[3, 211]",0.454,0.01,0.71,0.18,0.36
"[3, 223]","[3, 200]","[3, 151]","[3, 143]","[3, 50]","[3, 16]","[3, 237]","[3, 137]","[3, 67]","[3, 63]","[3, 247]",0.454,0,0.33,0.05,0.1
"[3, 228]","[3, 162]","[3, 240]","[3, 186]","[3, 238]","[3, 193]","[3, 221]","[3, 52]","[3, 176]","[3, 114]","[3, 161]",0.457,0,0.36,0.05,0.14
"[3, 206]","[3, 248]","[3, 214]","[3, 108]","[3, 218]","[3, 159]","[3, 46]","[3, 105]","[3, 243]","[3, 32]","[3, 102]",0.4575,0.01,0.33,0.07,0.1
"[3, 78]","[3, 79]","[3, 249]","[3, 21]","[3, 159]","[3, 31]","[3, 109]","[3, 211]","[3, 212]","[3, 16]","[3, 90]",0.4575,0.03,0.59,0.24,0.21
"[3, 96]","[3, 207]","[3, 50]","[3, 60]","[3, 237]","[3, 26]","[3, 226]","[3, 75]","[3, 173]","[3, 97]","[3, 216]",0.4575,0,0.69,0.19,0.34
"[3, 247]","[3, 168]","[3, 101]","[3, 69]","[3, 68]","[3, 165]","[3, 242]","[3, 222]","[3, 227]","[3, 18]","[3, 151]",0.4575,0,0.31,0.05,0.09
"[3, 223]","[3, 143]","[3, 37]","[3, 211]","[3, 31]","[3, 209]","[3, 44]","[3, 123]","[3, 106]","[3, 89]","[3, 190]",0.458,0,0.33,0.05,0.11
"[3, 66]","[3, 177]","[3, 187]","[3, 188]","[3, 182]","[3, 215]","[3, 230]","[3, 174]","[3, 240]","[3, 43]","[3, 187]",0.4585,0.04,1.35,0.25,0.26
"[3, 238]","[3, 61]","[3, 96]","[3, 170]","[3, 92]","[3, 212]","[3, 228]","[3, 164]","[3, 200]","[3, 159]","[3, 195]",0.459,0.01,0.35,0.05,0.14
"[3, 169]","[3, 138]","[3, 231]","[3, 118]","[3, 241]","[3, 217]","[3, 153]","[3, 249]","[3, 153]","[3, 46]","[3, 210]",0.4615,0.01,0.59,0.17,0.28
"[3, 193]","[3, 175]","[3, 152]","[3, 180]","[3, 196]","[3, 152]","[3, 142]","[3, 121]","[3, 232]","[3, 174]","[3, 204]",0.462,0.06,0.62,0.17,0.35
"[3, 182]","[3, 236]","[3, 98]","[3, 206]","[3, 191]","[3, 157]","[3, 190]","[3, 250]","[3, 182]","[3, 61]","[3, 199]",0.4625,0.04,0.55,0.18,0.26
"[3, 243]","[3, 49]","[3, 223]","[3, 77]","[3, 175]","[3, 157]","[3, 216]","[3, 192]","[3, 205]","[3, 23]","[3, 246]",0.463,0,0.31,0.05,0.11
"[3, 195]","[3, 215]","[3, 214]","[3, 85]","[3, 238]","[3, 51]","[3, 134]","[3, 207]","[3, 244]","[3, 88]","[3, 134]",0.464,0.06,1.43,0.17,0.32
"[3, 125]","[3, 180]","[3, 242]","[3, 103]","[3, 167]","[3, 117]","[3, 199]","[3, 216]","[3, 238]","[3, 67]","[3, 85]",0.464,0,0.65,0.18,0.32
"[3, 157]","[3, 168]","[3, 90]","[3, 47]","[3, 117]","[3, 161]","[3, 22]","[3, 91]","[3, 70]","[3, 61]","[3, 244]",0.4655,0.05,1.32,0.21,0.39
"[3, 254]","[3, 59]","[3, 64]","[3, 26]","[3, 55]","[3, 184]","[3, 254]","[3, 25]","[3, 146]","[3, 27]","[3, 162]",0.4655,0,0.29,0.04,0.11
"[3, 76]","[3, 247]","[3, 84]","[3, 104]","[3, 106]","[3, 211]","[3, 177]","[3, 176]","[3, 71]","[3, 34]","[3, 110]",0.466,0,0.71,0.2,0.37
"[3, 227]","[3, 30]","[3, 168]","[3, 252]","[3, 158]","[3, 171]","[3, 98]","[3, 227]","[3, 131]","[3, 109]","[3, 93]",0.467,0.2,1.44,0.16,0.46
"[3, 134]","[3, 173]","[3, 69]","[3, 111]","[3, 20]","[3, 189]","[3, 249]","[3, 107]","[3, 191]","[3, 70]","[3, 253]",0.467,0,0.57,0.18,0.25
"[3, 226]","[3, 45]","[3, 176]","[3, 246]","[3, 167]","[3, 43]","[3, 57]","[3, 91]","[3, 26]","[3, 81]","[3, 204]",0.4675,0.21,1.43,0.16,0.49
"[3, 217]","[3, 153]","[3, 229]","[3, 92]","[3, 205]","[3, 32]","[3, 90]","[3, 33]","[3, 197]","[3, 51]","[3, 140]",0.4675,0,0.29,0.06,0.1
"[3, 161]","[3, 129]","[3, 40]","[3, 219]","[3, 193]","[3, 92]","[3, 121]","[3, 100]","[3, 141]","[3, 160]","[3, 196]",0.468,0.25,0.66,0.24,0.55
"[3, 120]","[3, 24]","[3, 147]","[3, 164]","[3, 135]","[3, 78]","[3, 66]","[3, 163]","[3, 209]","[3, 111]","[3, 247]",0.4685,0,0.62,0.18,0.32
"[3, 222]","[3, 115]","[3, 175]","[3, 161]","[3, 46]","[3, 60]","[3, 153]","[3, 131]","[3, 178]","[3, 22]","[3, 237]",0.4695,0,0.26,0.05,0.09
"[3, 168]","[3, 144]","[3, 148]","[3, 200]","[3, 87]","[3, 41]","[3, 157]","[3, 179]","[3, 84]","[3, 90]","[3, 249]",0.471,0.01,0.64,0.17,0.37
"[3, 229]","[3, 126]","[3, 153]","[3, 46]","[3, 122]","[3, 75]","[3, 199]","[3, 116]","[3, 166]","[3, 27]","[3, 72]",0.472,0,0.27,0.05,0.11
"[3, 122]","[3, 213]","[3, 237]","[3, 100]","[3, 115]","[3, 44]","[3, 83]","[3, 146]","[3, 228]","[3, 175]","[3, 245]",0.4725,0.02,0.64,0.19,0.36
"[3, 193]","[3, 175]","[3, 42]","[3, 190]","[3, 55]","[3, 217]","[3, 105]","[3, 127]","[3, 167]","[3, 17]","[3, 155]",0.4725,0.06,0.47,0.18,0.24
"[3, 201]","[3, 176]","[3, 67]","[3, 82]","[3, 181]","[3, 231]","[3, 72]","[3, 75]","[3, 227]","[3, 232]","[3, 177]",0.473,0.07,0.66,0.17,0.46
"[3, 71]","[3, 171]","[3, 140]","[3, 68]","[3, 143]","[3, 89]","[3, 245]","[3, 107]","[3, 168]","[3, 93]","[3, 186]",0.473,0,0.67,0.22,0.35
"[3, 124]","[3, 184]","[3, 122]","[3, 116]","[3, 251]","[3, 150]","[3, 98]","[3, 162]","[3, 121]","[3, 26]","[3, 168]",0.4735,0.01,0.54,0.19,0.26
"[3, 198]","[3, 153]","[3, 220]","[3, 214]","[3, 150]","[3, 152]","[3, 44]","[3, 133]","[3, 89]","[3, 155]","[3, 193]",0.4745,0.07,0.7,0.17,0.49
"[3, 224]","[3, 20]","[3, 111]","[3, 93]","[3, 167]","[3, 114]","[3, 97]","[3, 58]","[3, 60]","[3, 42]","[3, 225]",0.4745,0.16,1.57,0.16,0.32
"[3, 143]","[3, 193]","[3, 29]","[3, 248]","[3, 181]","[3, 212]","[3, 152]","[3, 123]","[3, 120]","[3, 26]","[3, 90]",0.475,0.01,0.57,0.17,0.31
"[3, 175]","[3, 227]","[3, 178]","[3, 244]","[3, 109]","[3, 77]","[3, 195]","[3, 241]","[3, 168]","[3, 80]","[3, 134]",0.475,0.02,0.6,0.17,0.35
"[3, 202]","[3, 68]","[3, 40]","[3, 138]","[3, 39]","[3, 249]","[3, 241]","[3, 221]","[3, 57]","[3, 153]","[3, 157]",0.4755,0.09,0.69,0.16,0.53
"[3, 156]","[3, 88]","[3, 215]","[3, 167]","[3, 39]","[3, 29]","[3, 35]","[3, 157]","[3, 172]","[3, 123]","[3, 219]",0.4755,0.01,0.62,0.18,0.35
"[3, 151]","[3, 127]","[3, 212]","[3, 41]","[3, 187]","[3, 186]","[3, 58]","[3, 211]","[3, 247]","[3, 95]","[3, 220]",0.476,0.01,0.54,0.18,0.27
"[3, 237]","[3, 61]","[3, 138]","[3, 110]","[3, 202]","[3, 136]","[3, 229]","[3, 85]","[3, 98]","[3, 108]","[3, 230]",0.4765,0,0.27,0.04,0.14
"[3, 104]","[3, 34]","[3, 129]","[3, 109]","[3, 75]","[3, 149]","[3, 241]","[3, 169]","[3, 231]","[3, 64]","[3, 122]",0.4765,0.05,0.58,0.21,0.33
"[3, 247]","[3, 47]","[3, 146]","[3, 24]","[3, 187]","[3, 97]","[3, 157]","[3, 30]","[3, 176]","[3, 61]","[3, 80]",0.4765,0.06,0.36,0.09,0.24
"[3, 98]","[3, 87]","[3, 229]","[3, 102]","[3, 242]","[3, 92]","[3, 202]","[3, 19]","[3, 239]","[3, 162]","[3, 194]",0.477,0,0.64,0.18,0.37
"[3, 202]","[3, 37]","[3, 210]","[3, 209]","[3, 213]","[3, 19]","[3, 225]","[3, 58]","[3, 141]","[3, 129]","[3, 18]",0.477,0.1,0.72,0.16,0.56
"[3, 226]","[3, 160]","[3, 233]","[3, 54]","[3, 168]","[3, 126]","[3, 18]","[3, 79]","[3, 224]","[3, 60]","[3, 135]",0.4775,0,0.25,0.05,0.11
"[3, 235]","[3, 17]","[3, 97]","[3, 167]","[3, 86]","[3, 213]","[3, 94]","[3, 173]","[3, 21]","[3, 196]","[3, 207]",0.4785,0.22,1.44,0.16,0.54
"[3, 245]","[3, 61]","[3, 111]","[3, 248]","[3, 51]","[3, 131]","[3, 85]","[3, 125]","[3, 177]","[3, 93]","[3, 116]",0.4785,0,0.23,0.04,0.11
"[3, 144]","[3, 177]","[3, 50]","[3, 108]","[3, 54]","[3, 138]","[3, 170]","[3, 30]","[3, 244]","[3, 112]","[3, 160]",0.479,0.01,0.59,0.18,0.34
"[3, 205]","[3, 234]","[3, 133]","[3, 44]","[3, 206]","[3, 83]","[3, 45]","[3, 28]","[3, 202]","[3, 151]","[3, 173]",0.479,0.07,0.34,0.09,0.24
"[3, 83]","[3, 237]","[3, 161]","[3, 239]","[3, 91]","[3, 19]","[3, 93]","[3, 161]","[3, 105]","[3, 19]","[3, 171]",0.4795,0,0.52,0.19,0.26
"[3, 187]","[3, 156]","[3, 250]","[3, 16]","[3, 136]","[3, 70]","[3, 140]","[3, 114]","[3, 198]","[3, 18]","[3, 201]",0.48,0.02,0.43,0.17,0.19
"[3, 254]","[3, 227]","[3, 241]","[3, 248]","[3, 229]","[3, 118]","[3, 40]","[3, 139]","[3, 63]","[3, 43]","[3, 118]",0.4805,0,0.29,0.06,0.15
"[3, 200]","[3, 111]","[3, 181]","[3, 93]","[3, 186]","[3, 59]","[3, 24]","[3, 222]","[3, 30]","[3, 130]","[3, 135]",0.4805,0.07,0.72,0.17,0.55
"[3, 145]","[3, 103]","[3, 21]","[3, 232]","[3, 168]","[3, 159]","[3, 110]","[3, 38]","[3, 239]","[3, 142]","[3, 200]",0.4805,0.01,0.59,0.18,0.34
"[3, 202]","[3, 23]","[3, 141]","[3, 88]","[3, 138]","[3, 23]","[3, 25]","[3, 70]","[3, 56]","[3, 136]","[3, 67]",0.4805,0.08,0.72,0.17,0.56
"[3, 241]","[3, 23]","[3, 20]","[3, 26]","[3, 162]","[3, 130]","[3, 143]","[3, 149]","[3, 47]","[3, 209]","[3, 205]",0.482,0.2,1.44,0.16,0.52
"[3, 135]","[3, 228]","[3, 126]","[3, 16]","[3, 231]","[3, 130]","[3, 188]","[3, 239]","[3, 247]","[3, 63]","[3, 194]",0.4825,0.03,1.49,0.21,0.26
"[3, 76]","[3, 127]","[3, 235]","[3, 59]","[3, 188]","[3, 252]","[3, 209]","[3, 75]","[3, 167]","[3, 95]","[3, 228]",0.4825,0.01,1.4,0.21,0.34
"[3, 161]","[3, 205]","[3, 220]","[3, 21]","[3, 16]","[3, 199]","[3, 229]","[3, 66]","[3, 55]","[3, 109]","[3, 121]",0.483,0.6,0.08,0.18,0.43
"[3, 113]","[3, 89]","[3, 176]","[3, 51]","[3, 205]","[3, 219]","[3, 86]","[3, 200]","[3, 209]","[3, 118]","[3, 194]",0.483,0,0.6,0.19,0.35
"[3, 142]","[3, 161]","[3, 240]","[3, 189]","[3, 26]","[3, 230]","[3, 42]","[3, 60]","[3, 50]","[3, 203]","[3, 211]",0.4835,0.68,0.1,0.24,0.48
"[3, 248]","[3, 128]","[3, 82]","[3, 63]","[3, 66]","[3, 84]","[3, 126]","[3, 193]","[3, 231]","[3, 51]","[3, 186]",0.484,0,0.2,0.04,0.09
"[3, 203]","[3, 98]","[3, 221]","[3, 16]","[3, 87]","[3, 63]","[3, 123]","[3, 184]","[3, 151]","[3, 124]","[3, 223]",0.4855,0.04,0.54,0.17,0.35
"[3, 199]","[3, 159]","[3, 18]","[3, 191]","[3, 125]","[3, 63]","[3, 200]","[3, 103]","[3, 152]","[3, 244]","[3, 119]",0.4865,0.08,0.7,0.17,0.56
"[3, 203]","[3, 16]","[3, 97]","[3, 245]","[3, 239]","[3, 249]","[3, 204]","[3, 176]","[3, 62]","[3, 202]","[3, 112]",0.487,0.1,0.69,0.17,0.57
"[3, 155]","[3, 104]","[3, 169]","[3, 42]","[3, 25]","[3, 160]","[3, 34]","[3, 154]","[3, 137]","[3, 62]","[3, 113]",0.487,0.02,0.57,0.18,0.37
"[3, 153]","[3, 167]","[3, 215]","[3, 218]","[3, 74]","[3, 141]","[3, 223]","[3, 18]","[3, 145]","[3, 51]","[3, 93]",0.487,0.01,0.58,0.18,0.36
"[3, 166]","[3, 55]","[3, 136]","[3, 112]","[3, 128]","[3, 163]","[3, 220]","[3, 239]","[3, 61]","[3, 55]","[3, 170]",0.4875,0.08,0.58,0.2,0.41
"[3, 203]","[3, 142]","[3, 45]","[3, 242]","[3, 227]","[3, 209]","[3, 24]","[3, 99]","[3, 143]","[3, 114]","[3, 144]",0.4875,0.11,0.51,0.17,0.41
"[3, 184]","[3, 111]","[3, 24]","[3, 243]","[3, 27]","[3, 151]","[3, 87]","[3, 39]","[3, 91]","[3, 61]","[3, 140]",0.4875,0.04,0.52,0.16,0.35
"[3, 215]","[3, 169]","[3, 111]","[3, 108]","[3, 35]","[3, 138]","[3, 97]","[3, 102]","[3, 221]","[3, 31]","[3, 243]",0.488,0,0.18,0.05,0.08
"[3, 241]","[3, 223]","[3, 110]","[3, 167]","[3, 244]","[3, 94]","[3, 201]","[3, 188]","[3, 241]","[3, 27]","[3, 51]",0.488,0,0.21,0.04,0.12
"[3, 69]","[3, 170]","[3, 48]","[3, 250]","[3, 194]","[3, 117]","[3, 190]","[3, 58]","[3, 71]","[3, 38]","[3, 146]",0.4885,0.01,0.67,0.24,0.4
"[3, 184]","[3, 152]","[3, 86]","[3, 240]","[3, 140]","[3, 163]","[3, 236]","[3, 49]","[3, 233]","[3, 31]","[3, 233]",0.489,0.04,0.37,0.17,0.2
"[3, 144]","[3, 146]","[3, 224]","[3, 227]","[3, 86]","[3, 144]","[3, 130]","[3, 195]","[3, 168]","[3, 79]","[3, 171]",0.49,0.01,0.55,0.18,0.33
"[3, 164]","[3, 183]","[3, 143]","[3, 239]","[3, 104]","[3, 175]","[3, 215]","[3, 133]","[3, 185]","[3, 54]","[3, 208]",0.4905,0.01,0.48,0.17,0.28
"[3, 210]","[3, 228]","[3, 193]","[3, 50]","[3, 135]","[3, 104]","[3, 199]","[3, 56]","[3, 236]","[3, 149]","[3, 145]",0.491,0,0.21,0.06,0.12
"[3, 254]","[3, 26]","[3, 172]","[3, 102]","[3, 80]","[3, 213]","[3, 214]","[3, 110]","[3, 247]","[3, 25]","[3, 204]",0.492,0,0.15,0.06,0.07
"[3, 133]","[3, 234]","[3, 113]","[3, 125]","[3, 162]","[3, 20]","[3, 43]","[3, 88]","[3, 98]","[3, 51]","[3, 163]",0.4925,0,0.56,0.18,0.35
"[3, 244]","[3, 80]","[3, 32]","[3, 192]","[3, 132]","[3, 253]","[3, 220]","[3, 25]","[3, 169]","[3, 110]","[3, 145]",0.493,0,0.19,0.04,0.12
"[3, 121]","[3, 65]","[3, 152]","[3, 119]","[3, 41]","[3, 16]","[3, 245]","[3, 102]","[3, 128]","[3, 18]","[3, 77]",0.4935,0,0.46,0.18,0.26
"[3, 119]","[3, 151]","[3, 23]","[3, 55]","[3, 253]","[3, 134]","[3, 234]","[3, 92]","[3, 226]","[3, 81]","[3, 149]",0.4945,0,0.51,0.18,0.31
"[3, 174]","[3, 38]","[3, 65]","[3, 216]","[3, 128]","[3, 160]","[3, 166]","[3, 118]","[3, 134]","[3, 70]","[3, 150]",0.495,0.02,0.51,0.17,0.34
"[3, 93]","[3, 182]","[3, 220]","[3, 21]","[3, 151]","[3, 219]","[3, 140]","[3, 145]","[3, 232]","[3, 45]","[3, 123]",0.4955,0,0.44,0.18,0.24
"[3, 196]","[3, 57]","[3, 47]","[3, 131]","[3, 228]","[3, 176]","[3, 88]","[3, 101]","[3, 169]","[3, 146]","[3, 183]",0.4955,0.07,0.5,0.17,0.37
"[3, 78]","[3, 112]","[3, 200]","[3, 57]","[3, 245]","[3, 32]","[3, 169]","[3, 245]","[3, 226]","[3, 49]","[3, 244]",0.496,0,0.47,0.21,0.25
"[3, 237]","[3, 17]","[3, 70]","[3, 43]","[3, 212]","[3, 36]","[3, 95]","[3, 214]","[3, 49]","[3, 33]","[3, 243]",0.4965,0.21,1.72,0.15,0.31
"[3, 199]","[3, 243]","[3, 63]","[3, 119]","[3, 40]","[3, 92]","[3, 132]","[3, 225]","[3, 136]","[3, 154]","[3, 239]",0.497,0,0.24,0.05,0.17
"[3, 223]","[3, 239]","[3, 198]","[3, 222]","[3, 243]","[3, 58]","[3, 212]","[3, 49]","[3, 185]","[3, 207]","[3, 238]",0.497,0,0.2,0.04,0.15
"[3, 97]","[3, 95]","[3, 162]","[3, 124]","[3, 191]","[3, 108]","[3, 216]","[3, 151]","[3, 69]","[3, 44]","[3, 177]",0.499,0,0.53,0.18,0.35
"[3, 111]","[3, 36]","[3, 82]","[3, 136]","[3, 230]","[3, 48]","[3, 90]","[3, 236]","[3, 68]","[3, 150]","[3, 162]",0.499,0.23,0.65,0.23,0.63
"[3, 124]","[3, 191]","[3, 138]","[3, 91]","[3, 179]","[3, 32]","[3, 228]","[3, 123]","[3, 220]","[3, 166]","[3, 238]",0.4995,0,0.54,0.19,0.35
"[3, 230]","[3, 35]","[3, 54]","[3, 141]","[3, 75]","[3, 112]","[3, 142]","[3, 189]","[3, 18]","[3, 107]","[3, 35]",0.5,0.22,1.52,0.16,0.54
"[3, 79]","[3, 198]","[3, 74]","[3, 130]","[3, 130]","[3, 39]","[3, 81]","[3, 239]","[3, 137]","[3, 46]","[3, 213]",0.5005,0,0.5,0.21,0.3
"[3, 111]","[3, 181]","[3, 253]","[3, 97]","[3, 170]","[3, 137]","[3, 65]","[3, 33]","[3, 203]","[3, 175]","[3, 245]",0.5015,0,0.53,0.18,0.36
"[3, 216]","[3, 27]","[3, 83]","[3, 202]","[3, 132]","[3, 23]","[3, 190]","[3, 71]","[3, 166]","[3, 70]","[3, 132]",0.502,0.14,1.67,0.16,0.32
"[3, 95]","[3, 178]","[3, 128]","[3, 39]","[3, 101]","[3, 204]","[3, 193]","[3, 241]","[3, 181]","[3, 66]","[3, 159]",0.503,0,0.49,0.19,0.31
"[3, 235]","[3, 124]","[3, 100]","[3, 121]","[3, 146]","[3, 244]","[3, 30]","[3, 248]","[3, 227]","[3, 204]","[3, 202]",0.5045,0,0.16,0.05,0.12
"[3, 172]","[3, 152]","[3, 29]","[3, 45]","[3, 85]","[3, 79]","[3, 222]","[3, 150]","[3, 223]","[3, 97]","[3, 235]",0.505,0.01,0.43,0.18,0.29
"[3, 206]","[3, 173]","[3, 26]","[3, 99]","[3, 126]","[3, 174]","[3, 180]","[3, 55]","[3, 144]","[3, 240]","[3, 245]",0.5065,0.1,0.32,0.1,0.35
"[3, 125]","[3, 189]","[3, 209]","[3, 215]","[3, 115]","[3, 177]","[3, 62]","[3, 212]","[3, 229]","[3, 36]","[3, 184]",0.507,0,0.4,0.19,0.24
